,CodProduto,CodCor,CodTamanho,CodEstado,DataVenda,Vendedor,QtdeVendida,NomeEstado,Sigla,Capital,PercImposto,CodRegiao,CodVend,NomeVendedor,DescricaoCor,NomeRegiao,DescricaoTamanho,idProduto,DescricaoProduto,CodGrupo,CodDepto,PrecoUnitario,DescricaoGrupo,DescricaoDepto
591,2175,9,2,3,2020-09-25,3,41,Amapá,AP,Macapá,"0,130",2,3,Carla,Laranja,Norte,Médio,2175,PRODUTO que contem código 2175,9,6,166,Grupo 9,Utensílios Domésticos
592,2175,6,3,18,2022-01-10,3,130,Piauí,PI,Teresina,"0,160",1,3,Carla,Branco,Nordeste,Grande,2175,PRODUTO que contem código 2175,9,6,166,Grupo 9,Utensílios Domésticos
593,2175,6,3,20,2020-05-24,5,68,Rio Grande do Norte,RN,Natal,"0,110",1,5,Igor,Branco,Nordeste,Grande,2175,PRODUTO que contem código 2175,9,6,166,Grupo 9,Utensílios Domésticos
594,1557,8,2,9,2020-10-18,1,105,Goiás,GO,Goiânia,"0,110",3,1,Marcelo,Marron,Centro Oeste,Médio,1557,PRODUTO que contem código 1557,9,6,188,Grupo 9,Utensílios Domésticos
595,1557,9,2,11,2020-06-08,2,119,Mato Grosso,MT,Cuiabá,"0,170",3,2,João,Laranja,Centro Oeste,Médio,1557,PRODUTO que contem código 1557,9,6,188,Grupo 9,Utensílios Domésticos
596,1557,7,3,12,2020-05-05,4,184,Mato Grosso do Sul,MS,Campo Grande,"0,180",3,4,Patricia,Cinza,Centro Oeste,Grande,1557,PRODUTO que contem código 1557,9,6,188,Grupo 9,Utensílios Domésticos
597,1557,3,3,25,2022-01-30,2,147,São Paulo,SP,São Paulo,"0,130",4,2,João,Amarelo,Sudeste,Grande,1557,PRODUTO que contem código 1557,9,6,188,Grupo 9,Utensílios Domésticos
598,1557,10,4,20,2020-04-22,1,78,Rio Grande do Norte,RN,Natal,"0,110",1,1,Marcelo,Transparente,Nordeste,Extra Grande,1557,PRODUTO que contem código 1557,9,6,188,Grupo 9,Utensílios Domésticos
599,1557,4,4,11,2021-06-17,4,50,Mato Grosso,MT,Cuiabá,"0,170",3,4,Patricia,Vermelho,Centro Oeste,Extra Grande,1557,PRODUTO que contem código 1557,9,6,188,Grupo 9,Utensílios Domésticos
600,1623,3,3,11,2021-09-28,1,21,Mato Grosso,MT,Cuiabá,"0,170",3,1,Marcelo,Amarelo,Centro Oeste,Grande,1623,PRODUTO que contem código 1623,9,6,215,Grupo 9,Utensílios Domésticos
601,1623,10,4,5,2020-03-19,4,37,Bahia,BA,Salvador,"0,150",1,4,Patricia,Transparente,Nordeste,Extra Grande,1623,PRODUTO que contem código 1623,9,6,215,Grupo 9,Utensílios Domésticos
602,1567,3,4,20,2021-08-29,1,175,Rio Grande do Norte,RN,Natal,"0,110",1,1,Marcelo,Amarelo,Nordeste,Extra Grande,1567,PRODUTO que contem código 1567,9,6,479,Grupo 9,Utensílios Domésticos
603,2102,7,1,4,2020-08-22,5,35,Amazonas,AM,Manaus,"0,080",2,5,Igor,Cinza,Norte,Pequeno,2102,PRODUTO que contem código 2102,15,6,647,Grupo 15,Utensílios Domésticos
604,2102,10,1,18,2021-07-26,3,173,Piauí,PI,Teresina,"0,160",1,3,Carla,Transparente,Nordeste,Pequeno,2102,PRODUTO que contem código 2102,15,6,647,Grupo 15,Utensílios Domésticos
605,2102,5,3,27,2022-05-14,1,177,Tocantins,TO,Palmas,"0,150",2,1,Marcelo,Preto,Norte,Grande,2102,PRODUTO que contem código 2102,15,6,647,Grupo 15,Utensílios Domésticos
606,2102,5,4,10,2020-08-29,4,167,Maranhão,MA,São Luís,"0,090",1,4,Patricia,Preto,Nordeste,Extra Grande,2102,PRODUTO que contem código 2102,15,6,647,Grupo 15,Utensílios Domésticos
607,2955,7,1,3,2020-09-25,5,62,Amapá,AP,Macapá,"0,130",2,5,Igor,Cinza,Norte,Pequeno,2955,PRODUTO que contem código 2955,15,6,215,Grupo 15,Utensílios Domésticos
608,2955,10,2,27,2021-04-08,4,30,Tocantins,TO,Palmas,"0,150",2,4,Patricia,Transparente,Norte,Médio,2955,PRODUTO que contem código 2955,15,6,215,Grupo 15,Utensílios Domésticos
609,2955,7,2,8,2020-10-27,5,117,Espírito Santo,ES,Vitória,"0,120",4,5,Igor,Cinza,Sudeste,Médio,2955,PRODUTO que contem código 2955,15,6,215,Grupo 15,Utensílios Domésticos
610,2955,4,3,23,2021-05-14,3,115,Roraima,RR,Boa Vista,"0,110",2,3,Carla,Vermelho,Norte,Grande,2955,PRODUTO que contem código 2955,15,6,215,Grupo 15,Utensílios Domésticos
611,2955,7,3,16,2021-03-11,3,186,Paraná,PR,Curitiba,"0,090",5,3,Carla,Cinza,Sul,Grande,2955,PRODUTO que contem código 2955,15,6,215,Grupo 15,Utensílios Domésticos
612,2955,10,4,1,2021-04-24,1,11,Acre,AC,Rio Branco,"0,120",2,1,Marcelo,Transparente,Norte,Extra Grande,2955,PRODUTO que contem código 2955,15,6,215,Grupo 15,Utensílios Domésticos
613,2955,9,4,13,2020-03-10,2,89,Minas Gerais,MG,Belo Horizonte,"0,120",4,2,João,Laranja,Sudeste,Extra Grande,2955,PRODUTO que contem código 2955,15,6,215,Grupo 15,Utensílios Domésticos
614,697,10,1,4,2021-12-22,5,165,Amazonas,AM,Manaus,"0,080",2,5,Igor,Transparente,Norte,Pequeno,697,PRODUTO que contem código 697,15,6,596,Grupo 15,Utensílios Domésticos
615,697,3,3,27,2020-06-11,2,60,Tocantins,TO,Palmas,"0,150",2,2,João,Amarelo,Norte,Grande,697,PRODUTO que contem código 697,15,6,596,Grupo 15,Utensílios Domésticos
616,697,8,4,17,2020-05-10,3,52,Pernambuco,PE,Recife,"0,100",1,3,Carla,Marron,Nordeste,Extra Grande,697,PRODUTO que contem código 697,15,6,596,Grupo 15,Utensílios Domésticos
617,697,3,4,2,2021-04-12,5,190,Alagoas,AL,Maceió,"0,090",1,5,Igor,Amarelo,Nordeste,Extra Grande,697,PRODUTO que contem código 697,15,6,596,Grupo 15,Utensílios Domésticos
618,2815,10,1,14,2020-02-28,1,147,Pará,PA,Belém,"0,100",2,1,Marcelo,Transparente,Norte,Pequeno,2815,PRODUTO que contem código 2815,15,6,281,Grupo 15,Utensílios Domésticos
619,2815,8,2,3,2021-11-18,4,20,Amapá,AP,Macapá,"0,130",2,4,Patricia,Marron,Norte,Médio,2815,PRODUTO que contem código 2815,15,6,281,Grupo 15,Utensílios Domésticos
620,2815,6,3,25,2021-03-14,2,5,São Paulo,SP,São Paulo,"0,130",4,2,João,Branco,Sudeste,Grande,2815,PRODUTO que contem código 2815,15,6,281,Grupo 15,Utensílios Domésticos
621,2815,2,4,18,2021-06-04,3,190,Piauí,PI,Teresina,"0,160",1,3,Carla,Verde,Nordeste,Extra Grande,2815,PRODUTO que contem código 2815,15,6,281,Grupo 15,Utensílios Domésticos
622,2882,5,1,23,2021-05-15,4,23,Roraima,RR,Boa Vista,"0,110",2,4,Patricia,Preto,Norte,Pequeno,2882,PRODUTO que contem código 2882,15,6,708,Grupo 15,Utensílios Domésticos
623,2882,3,2,6,2020-10-20,5,1,Ceará,CE,Fortaleza,"0,130",1,5,Igor,Amarelo,Nordeste,Médio,2882,PRODUTO que contem código 2882,15,6,708,Grupo 15,Utensílios Domésticos
624,2882,10,4,4,2021-02-27,5,67,Amazonas,AM,Manaus,"0,080",2,5,Igor,Transparente,Norte,Extra Grande,2882,PRODUTO que contem código 2882,15,6,708,Grupo 15,Utensílios Domésticos
625,2827,5,1,3,2021-02-07,4,13,Amapá,AP,Macapá,"0,130",2,4,Patricia,Preto,Norte,Pequeno,2827,PRODUTO que contem código 2827,15,6,418,Grupo 15,Utensílios Domésticos
626,2827,3,1,26,2021-11-17,3,155,Sergipe,SE,Aracaju,"0,180",1,3,Carla,Amarelo,Nordeste,Pequeno,2827,PRODUTO que contem código 2827,15,6,418,Grupo 15,Utensílios Domésticos
627,2827,7,1,21,2021-10-09,1,85,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,1,Marcelo,Cinza,Sul,Pequeno,2827,PRODUTO que contem código 2827,15,6,418,Grupo 15,Utensílios Domésticos
628,2827,5,2,16,2020-10-09,4,83,Paraná,PR,Curitiba,"0,090",5,4,Patricia,Preto,Sul,Médio,2827,PRODUTO que contem código 2827,15,6,418,Grupo 15,Utensílios Domésticos
629,2827,8,3,18,2022-03-21,3,4,Piauí,PI,Teresina,"0,160",1,3,Carla,Marron,Nordeste,Grande,2827,PRODUTO que contem código 2827,15,6,418,Grupo 15,Utensílios Domésticos
630,2827,3,4,2,2021-12-30,5,180,Alagoas,AL,Maceió,"0,090",1,5,Igor,Amarelo,Nordeste,Extra Grande,2827,PRODUTO que contem código 2827,15,6,418,Grupo 15,Utensílios Domésticos
631,155,5,1,27,2022-05-21,1,171,Tocantins,TO,Palmas,"0,150",2,1,Marcelo,Preto,Norte,Pequeno,155,PRODUTO que contem código 155,15,6,42,Grupo 15,Utensílios Domésticos
632,155,4,2,23,2021-11-29,3,190,Roraima,RR,Boa Vista,"0,110",2,3,Carla,Vermelho,Norte,Médio,155,PRODUTO que contem código 155,15,6,42,Grupo 15,Utensílios Domésticos
633,155,4,3,7,2021-08-15,4,56,Distrito Federal,DF,Brasília,"0,120",3,4,Patricia,Vermelho,Centro Oeste,Grande,155,PRODUTO que contem código 155,15,6,42,Grupo 15,Utensílios Domésticos
634,155,8,3,9,2020-07-17,4,66,Goiás,GO,Goiânia,"0,110",3,4,Patricia,Marron,Centro Oeste,Grande,155,PRODUTO que contem código 155,15,6,42,Grupo 15,Utensílios Domésticos
635,155,10,4,21,2022-01-15,2,35,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,2,João,Transparente,Sul,Extra Grande,155,PRODUTO que contem código 155,15,6,42,Grupo 15,Utensílios Domésticos
636,2416,9,1,14,2021-08-01,3,116,Pará,PA,Belém,"0,100",2,3,Carla,Laranja,Norte,Pequeno,2416,PRODUTO que contem código 2416,15,6,615,Grupo 15,Utensílios Domésticos
637,2416,6,1,6,2021-08-14,4,164,Ceará,CE,Fortaleza,"0,130",1,4,Patricia,Branco,Nordeste,Pequeno,2416,PRODUTO que contem código 2416,15,6,615,Grupo 15,Utensílios Domésticos
638,2416,5,2,14,2021-01-05,4,110,Pará,PA,Belém,"0,100",2,4,Patricia,Preto,Norte,Médio,2416,PRODUTO que contem código 2416,15,6,615,Grupo 15,Utensílios Domésticos
639,2416,10,2,26,2021-10-07,5,1,Sergipe,SE,Aracaju,"0,180",1,5,Igor,Transparente,Nordeste,Médio,2416,PRODUTO que contem código 2416,15,6,615,Grupo 15,Utensílios Domésticos
640,2416,4,3,26,2021-06-03,5,134,Sergipe,SE,Aracaju,"0,180",1,5,Igor,Vermelho,Nordeste,Grande,2416,PRODUTO que contem código 2416,15,6,615,Grupo 15,Utensílios Domésticos
641,2416,6,4,5,2022-05-09,4,39,Bahia,BA,Salvador,"0,150",1,4,Patricia,Branco,Nordeste,Extra Grande,2416,PRODUTO que contem código 2416,15,6,615,Grupo 15,Utensílios Domésticos
642,2416,10,4,24,2020-10-27,4,197,Santa Catarina,SC,Florianópolis,"0,130",5,4,Patricia,Transparente,Sul,Extra Grande,2416,PRODUTO que contem código 2416,15,6,615,Grupo 15,Utensílios Domésticos
643,809,1,1,22,2021-09-05,2,77,Rondônia,RO,Porto Velho,"0,130",2,2,João,Azul,Norte,Pequeno,809,PRODUTO que contem código 809,15,6,324,Grupo 15,Utensílios Domésticos
644,809,7,1,5,2020-01-11,2,80,Bahia,BA,Salvador,"0,150",1,2,João,Cinza,Nordeste,Pequeno,809,PRODUTO que contem código 809,15,6,324,Grupo 15,Utensílios Domésticos
645,809,4,1,25,2021-07-17,1,172,São Paulo,SP,São Paulo,"0,130",4,1,Marcelo,Vermelho,Sudeste,Pequeno,809,PRODUTO que contem código 809,15,6,324,Grupo 15,Utensílios Domésticos
646,809,1,2,21,2021-05-23,2,23,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,2,João,Azul,Sul,Médio,809,PRODUTO que contem código 809,15,6,324,Grupo 15,Utensílios Domésticos
647,809,9,3,23,2022-06-07,4,17,Roraima,RR,Boa Vista,"0,110",2,4,Patricia,Laranja,Norte,Grande,809,PRODUTO que contem código 809,15,6,324,Grupo 15,Utensílios Domésticos
648,809,9,3,18,2020-07-17,2,76,Piauí,PI,Teresina,"0,160",1,2,João,Laranja,Nordeste,Grande,809,PRODUTO que contem código 809,15,6,324,Grupo 15,Utensílios Domésticos
649,809,8,4,23,2021-02-09,2,183,Roraima,RR,Boa Vista,"0,110",2,2,João,Marron,Norte,Extra Grande,809,PRODUTO que contem código 809,15,6,324,Grupo 15,Utensílios Domésticos
650,2084,8,1,20,2021-06-21,5,146,Rio Grande do Norte,RN,Natal,"0,110",1,5,Igor,Marron,Nordeste,Pequeno,2084,PRODUTO que contem código 2084,15,6,452,Grupo 15,Utensílios Domésticos
651,2084,10,1,26,2022-02-01,4,5,Sergipe,SE,Aracaju,"0,180",1,4,Patricia,Transparente,Nordeste,Pequeno,2084,PRODUTO que contem código 2084,15,6,452,Grupo 15,Utensílios Domésticos
652,2084,6,1,10,2020-12-16,4,194,Maranhão,MA,São Luís,"0,090",1,4,Patricia,Branco,Nordeste,Pequeno,2084,PRODUTO que contem código 2084,15,6,452,Grupo 15,Utensílios Domésticos
653,2084,1,1,15,2021-07-11,5,102,Paraíba,PB,João Pessoa,"0,090",1,5,Igor,Azul,Nordeste,Pequeno,2084,PRODUTO que contem código 2084,15,6,452,Grupo 15,Utensílios Domésticos
654,2084,8,1,7,2022-05-13,3,142,Distrito Federal,DF,Brasília,"0,120",3,3,Carla,Marron,Centro Oeste,Pequeno,2084,PRODUTO que contem código 2084,15,6,452,Grupo 15,Utensílios Domésticos
655,2084,5,1,24,2021-09-03,4,28,Santa Catarina,SC,Florianópolis,"0,130",5,4,Patricia,Preto,Sul,Pequeno,2084,PRODUTO que contem código 2084,15,6,452,Grupo 15,Utensílios Domésticos
656,2084,10,4,8,2020-05-21,4,92,Espírito Santo,ES,Vitória,"0,120",4,4,Patricia,Transparente,Sudeste,Extra Grande,2084,PRODUTO que contem código 2084,15,6,452,Grupo 15,Utensílios Domésticos
657,2220,2,1,6,2021-08-22,1,6,Ceará,CE,Fortaleza,"0,130",1,1,Marcelo,Verde,Nordeste,Pequeno,2220,PRODUTO que contem código 2220,15,6,367,Grupo 15,Utensílios Domésticos
658,2220,6,1,2,2020-04-14,1,88,Alagoas,AL,Maceió,"0,090",1,1,Marcelo,Branco,Nordeste,Pequeno,2220,PRODUTO que contem código 2220,15,6,367,Grupo 15,Utensílios Domésticos
659,2220,1,2,27,2020-01-17,1,49,Tocantins,TO,Palmas,"0,150",2,1,Marcelo,Azul,Norte,Médio,2220,PRODUTO que contem código 2220,15,6,367,Grupo 15,Utensílios Domésticos
660,2220,6,3,23,2021-11-26,3,162,Roraima,RR,Boa Vista,"0,110",2,3,Carla,Branco,Norte,Grande,2220,PRODUTO que contem código 2220,15,6,367,Grupo 15,Utensílios Domésticos
661,2220,2,4,20,2020-11-04,3,95,Rio Grande do Norte,RN,Natal,"0,110",1,3,Carla,Verde,Nordeste,Extra Grande,2220,PRODUTO que contem código 2220,15,6,367,Grupo 15,Utensílios Domésticos
662,1826,10,1,15,2022-01-16,2,122,Paraíba,PB,João Pessoa,"0,090",1,2,João,Transparente,Nordeste,Pequeno,1826,PRODUTO que contem código 1826,15,6,384,Grupo 15,Utensílios Domésticos
663,1826,1,2,18,2021-03-09,1,94,Piauí,PI,Teresina,"0,160",1,1,Marcelo,Azul,Nordeste,Médio,1826,PRODUTO que contem código 1826,15,6,384,Grupo 15,Utensílios Domésticos
664,1826,4,3,26,2021-02-06,5,149,Sergipe,SE,Aracaju,"0,180",1,5,Igor,Vermelho,Nordeste,Grande,1826,PRODUTO que contem código 1826,15,6,384,Grupo 15,Utensílios Domésticos
665,1826,3,4,19,2020-08-22,3,172,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,3,Carla,Amarelo,Sudeste,Extra Grande,1826,PRODUTO que contem código 1826,15,6,384,Grupo 15,Utensílios Domésticos
666,2466,10,1,10,2021-12-08,2,84,Maranhão,MA,São Luís,"0,090",1,2,João,Transparente,Nordeste,Pequeno,2466,PRODUTO que contem código 2466,15,6,671,Grupo 15,Utensílios Domésticos
667,2466,1,1,17,2022-01-06,1,1,Pernambuco,PE,Recife,"0,100",1,1,Marcelo,Azul,Nordeste,Pequeno,2466,PRODUTO que contem código 2466,15,6,671,Grupo 15,Utensílios Domésticos
668,2466,4,2,18,2021-05-08,5,157,Piauí,PI,Teresina,"0,160",1,5,Igor,Vermelho,Nordeste,Médio,2466,PRODUTO que contem código 2466,15,6,671,Grupo 15,Utensílios Domésticos
669,2466,8,3,15,2022-01-24,1,173,Paraíba,PB,João Pessoa,"0,090",1,1,Marcelo,Marron,Nordeste,Grande,2466,PRODUTO que contem código 2466,15,6,671,Grupo 15,Utensílios Domésticos
670,2466,9,4,11,2020-06-30,2,15,Mato Grosso,MT,Cuiabá,"0,170",3,2,João,Laranja,Centro Oeste,Extra Grande,2466,PRODUTO que contem código 2466,15,6,671,Grupo 15,Utensílios Domésticos
671,1094,6,1,20,2022-03-29,3,22,Rio Grande do Norte,RN,Natal,"0,110",1,3,Carla,Branco,Nordeste,Pequeno,1094,PRODUTO que contem código 1094,15,6,198,Grupo 15,Utensílios Domésticos
672,1094,6,1,16,2021-05-12,1,187,Paraná,PR,Curitiba,"0,090",5,1,Marcelo,Branco,Sul,Pequeno,1094,PRODUTO que contem código 1094,15,6,198,Grupo 15,Utensílios Domésticos
673,1094,1,1,8,2021-01-11,2,34,Espírito Santo,ES,Vitória,"0,120",4,2,João,Azul,Sudeste,Pequeno,1094,PRODUTO que contem código 1094,15,6,198,Grupo 15,Utensílios Domésticos
674,1094,9,2,20,2021-05-21,2,148,Rio Grande do Norte,RN,Natal,"0,110",1,2,João,Laranja,Nordeste,Médio,1094,PRODUTO que contem código 1094,15,6,198,Grupo 15,Utensílios Domésticos
675,1094,2,3,1,2021-05-29,1,52,Acre,AC,Rio Branco,"0,120",2,1,Marcelo,Verde,Norte,Grande,1094,PRODUTO que contem código 1094,15,6,198,Grupo 15,Utensílios Domésticos
676,1094,3,3,20,2020-10-11,4,112,Rio Grande do Norte,RN,Natal,"0,110",1,4,Patricia,Amarelo,Nordeste,Grande,1094,PRODUTO que contem código 1094,15,6,198,Grupo 15,Utensílios Domésticos
677,1094,8,4,20,2021-11-01,5,57,Rio Grande do Norte,RN,Natal,"0,110",1,5,Igor,Marron,Nordeste,Extra Grande,1094,PRODUTO que contem código 1094,15,6,198,Grupo 15,Utensílios Domésticos
678,2197,6,1,17,2021-01-16,1,113,Pernambuco,PE,Recife,"0,100",1,1,Marcelo,Branco,Nordeste,Pequeno,2197,PRODUTO que contem código 2197,15,6,613,Grupo 15,Utensílios Domésticos
679,2197,8,1,7,2020-04-25,2,39,Distrito Federal,DF,Brasília,"0,120",3,2,João,Marron,Centro Oeste,Pequeno,2197,PRODUTO que contem código 2197,15,6,613,Grupo 15,Utensílios Domésticos
680,2197,1,2,12,2020-08-22,5,197,Mato Grosso do Sul,MS,Campo Grande,"0,180",3,5,Igor,Azul,Centro Oeste,Médio,2197,PRODUTO que contem código 2197,15,6,613,Grupo 15,Utensílios Domésticos
681,2197,10,3,15,2020-06-04,3,34,Paraíba,PB,João Pessoa,"0,090",1,3,Carla,Transparente,Nordeste,Grande,2197,PRODUTO que contem código 2197,15,6,613,Grupo 15,Utensílios Domésticos
682,2285,5,1,17,2020-04-20,3,71,Pernambuco,PE,Recife,"0,100",1,3,Carla,Preto,Nordeste,Pequeno,2285,PRODUTO que contem código 2285,15,6,446,Grupo 15,Utensílios Domésticos
683,2285,1,1,20,2021-01-17,1,2,Rio Grande do Norte,RN,Natal,"0,110",1,1,Marcelo,Azul,Nordeste,Pequeno,2285,PRODUTO que contem código 2285,15,6,446,Grupo 15,Utensílios Domésticos
684,2285,9,1,13,2020-07-18,3,144,Minas Gerais,MG,Belo Horizonte,"0,120",4,3,Carla,Laranja,Sudeste,Pequeno,2285,PRODUTO que contem código 2285,15,6,446,Grupo 15,Utensílios Domésticos
685,2285,6,2,25,2021-09-06,4,68,São Paulo,SP,São Paulo,"0,130",4,4,Patricia,Branco,Sudeste,Médio,2285,PRODUTO que contem código 2285,15,6,446,Grupo 15,Utensílios Domésticos
686,1235,3,1,20,2020-11-02,2,154,Rio Grande do Norte,RN,Natal,"0,110",1,2,João,Amarelo,Nordeste,Pequeno,1235,PRODUTO que contem código 1235,15,6,671,Grupo 15,Utensílios Domésticos
687,1235,5,1,11,2020-06-08,1,34,Mato Grosso,MT,Cuiabá,"0,170",3,1,Marcelo,Preto,Centro Oeste,Pequeno,1235,PRODUTO que contem código 1235,15,6,671,Grupo 15,Utensílios Domésticos
688,1235,3,3,22,2021-04-17,4,83,Rondônia,RO,Porto Velho,"0,130",2,4,Patricia,Amarelo,Norte,Grande,1235,PRODUTO que contem código 1235,15,6,671,Grupo 15,Utensílios Domésticos
689,1235,10,3,5,2021-04-20,4,98,Bahia,BA,Salvador,"0,150",1,4,Patricia,Transparente,Nordeste,Grande,1235,PRODUTO que contem código 1235,15,6,671,Grupo 15,Utensílios Domésticos
690,1235,8,4,11,2022-05-09,4,77,Mato Grosso,MT,Cuiabá,"0,170",3,4,Patricia,Marron,Centro Oeste,Extra Grande,1235,PRODUTO que contem código 1235,15,6,671,Grupo 15,Utensílios Domésticos
691,884,3,1,5,2020-09-20,5,68,Bahia,BA,Salvador,"0,150",1,5,Igor,Amarelo,Nordeste,Pequeno,884,PRODUTO que contem código 884,15,6,555,Grupo 15,Utensílios Domésticos
692,884,8,2,22,2021-12-24,1,45,Rondônia,RO,Porto Velho,"0,130",2,1,Marcelo,Marron,Norte,Médio,884,PRODUTO que contem código 884,15,6,555,Grupo 15,Utensílios Domésticos
693,884,10,3,16,2020-03-08,2,103,Paraná,PR,Curitiba,"0,090",5,2,João,Transparente,Sul,Grande,884,PRODUTO que contem código 884,15,6,555,Grupo 15,Utensílios Domésticos
694,884,5,4,26,2019-03-19,2,103,Sergipe,SE,Aracaju,"0,180",1,2,João,Preto,Nordeste,Extra Grande,884,PRODUTO que contem código 884,15,6,555,Grupo 15,Utensílios Domésticos
695,884,9,4,10,2020-03-01,4,91,Maranhão,MA,São Luís,"0,090",1,4,Patricia,Laranja,Nordeste,Extra Grande,884,PRODUTO que contem código 884,15,6,555,Grupo 15,Utensílios Domésticos
696,2291,8,1,11,2022-07-08,4,48,Mato Grosso,MT,Cuiabá,"0,170",3,4,Patricia,Marron,Centro Oeste,Pequeno,2291,PRODUTO que contem código 2291,15,6,548,Grupo 15,Utensílios Domésticos
697,2291,7,2,14,2020-08-10,5,17,Pará,PA,Belém,"0,100",2,5,Igor,Cinza,Norte,Médio,2291,PRODUTO que contem código 2291,15,6,548,Grupo 15,Utensílios Domésticos
698,2291,5,2,3,2020-03-13,5,57,Amapá,AP,Macapá,"0,130",2,5,Igor,Preto,Norte,Médio,2291,PRODUTO que contem código 2291,15,6,548,Grupo 15,Utensílios Domésticos
699,2291,5,2,13,2022-07-25,1,33,Minas Gerais,MG,Belo Horizonte,"0,120",4,1,Marcelo,Preto,Sudeste,Médio,2291,PRODUTO que contem código 2291,15,6,548,Grupo 15,Utensílios Domésticos
700,2291,7,3,3,2021-03-01,4,195,Amapá,AP,Macapá,"0,130",2,4,Patricia,Cinza,Norte,Grande,2291,PRODUTO que contem código 2291,15,6,548,Grupo 15,Utensílios Domésticos
701,2291,4,3,1,2020-02-25,1,8,Acre,AC,Rio Branco,"0,120",2,1,Marcelo,Vermelho,Norte,Grande,2291,PRODUTO que contem código 2291,15,6,548,Grupo 15,Utensílios Domésticos
702,2291,9,4,27,2021-07-09,3,75,Tocantins,TO,Palmas,"0,150",2,3,Carla,Laranja,Norte,Extra Grande,2291,PRODUTO que contem código 2291,15,6,548,Grupo 15,Utensílios Domésticos
703,2637,6,1,13,2020-08-31,4,43,Minas Gerais,MG,Belo Horizonte,"0,120",4,4,Patricia,Branco,Sudeste,Pequeno,2637,PRODUTO que contem código 2637,15,6,21,Grupo 15,Utensílios Domésticos
704,2637,4,2,7,2021-01-19,4,187,Distrito Federal,DF,Brasília,"0,120",3,4,Patricia,Vermelho,Centro Oeste,Médio,2637,PRODUTO que contem código 2637,15,6,21,Grupo 15,Utensílios Domésticos
705,2637,7,3,27,2020-08-18,5,16,Tocantins,TO,Palmas,"0,150",2,5,Igor,Cinza,Norte,Grande,2637,PRODUTO que contem código 2637,15,6,21,Grupo 15,Utensílios Domésticos
706,2637,6,3,3,2020-11-17,3,103,Amapá,AP,Macapá,"0,130",2,3,Carla,Branco,Norte,Grande,2637,PRODUTO que contem código 2637,15,6,21,Grupo 15,Utensílios Domésticos
707,2637,9,3,2,2020-08-19,2,37,Alagoas,AL,Maceió,"0,090",1,2,João,Laranja,Nordeste,Grande,2637,PRODUTO que contem código 2637,15,6,21,Grupo 15,Utensílios Domésticos
708,2637,7,4,15,2021-08-21,2,43,Paraíba,PB,João Pessoa,"0,090",1,2,João,Cinza,Nordeste,Extra Grande,2637,PRODUTO que contem código 2637,15,6,21,Grupo 15,Utensílios Domésticos
709,2637,6,4,6,2022-03-23,4,67,Ceará,CE,Fortaleza,"0,130",1,4,Patricia,Branco,Nordeste,Extra Grande,2637,PRODUTO que contem código 2637,15,6,21,Grupo 15,Utensílios Domésticos
710,2637,9,4,7,2022-01-04,2,34,Distrito Federal,DF,Brasília,"0,120",3,2,João,Laranja,Centro Oeste,Extra Grande,2637,PRODUTO que contem código 2637,15,6,21,Grupo 15,Utensílios Domésticos
711,2635,8,2,27,2020-10-11,2,175,Tocantins,TO,Palmas,"0,150",2,2,João,Marron,Norte,Médio,2635,PRODUTO que contem código 2635,15,6,674,Grupo 15,Utensílios Domésticos
712,2635,10,2,21,2020-12-27,4,72,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,4,Patricia,Transparente,Sul,Médio,2635,PRODUTO que contem código 2635,15,6,674,Grupo 15,Utensílios Domésticos
713,2635,10,3,4,2020-04-12,5,6,Amazonas,AM,Manaus,"0,080",2,5,Igor,Transparente,Norte,Grande,2635,PRODUTO que contem código 2635,15,6,674,Grupo 15,Utensílios Domésticos
714,2635,1,3,2,2020-04-18,1,195,Alagoas,AL,Maceió,"0,090",1,1,Marcelo,Azul,Nordeste,Grande,2635,PRODUTO que contem código 2635,15,6,674,Grupo 15,Utensílios Domésticos
715,542,7,2,10,2020-06-28,2,18,Maranhão,MA,São Luís,"0,090",1,2,João,Cinza,Nordeste,Médio,542,PRODUTO que contem código 542,15,6,715,Grupo 15,Utensílios Domésticos
716,542,5,4,16,2021-04-18,3,150,Paraná,PR,Curitiba,"0,090",5,3,Carla,Preto,Sul,Extra Grande,542,PRODUTO que contem código 542,15,6,715,Grupo 15,Utensílios Domésticos
717,1451,1,2,20,2021-05-02,1,51,Rio Grande do Norte,RN,Natal,"0,110",1,1,Marcelo,Azul,Nordeste,Médio,1451,PRODUTO que contem código 1451,15,6,491,Grupo 15,Utensílios Domésticos
718,1451,6,2,9,2021-03-21,1,189,Goiás,GO,Goiânia,"0,110",3,1,Marcelo,Branco,Centro Oeste,Médio,1451,PRODUTO que contem código 1451,15,6,491,Grupo 15,Utensílios Domésticos
719,1451,6,2,19,2022-08-11,1,46,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,1,Marcelo,Branco,Sudeste,Médio,1451,PRODUTO que contem código 1451,15,6,491,Grupo 15,Utensílios Domésticos
